Index,Review,Manual Presence Label
8964,Perfect spot for all seafarers. Enjoy it to the M@X!,Rumor
8965,Best Mexican food ever. Staff always nice. We go all the time. In fact I might go today.,Visited
8966,Entrances are a little deceiving carrying the names of the large anchor stores. Growing strip mall with small business shops inside. Decor new and appealling!,Rumor
8967,"Never been to this garage, but I pass it all the time on my drive to and from Anchorage",Rumor
8968,"(Translated by Google) Staff at the end of the season very annoyed. Room dark and too small. Housekeeping a disaster, strange hair in the bathroom.

(Original)
Personal am Ende der Saison sehr genervt. Zimmer dunkel und zu klein. Hauskeeping eine Katastrophe, fremde Haare im Bad.",Rumor
8969,Long wait tonight even with a reservation both for a table and for each part of the dinner service. Our host was Conner and he did not attend to and drinks or clear any dishes. When we brought up his poor service to a manager we were told he would be talked to when rlthey could find him.,Visited
8970,great place for good food,Visited
8971,"Killer BBQ, lots of sauce options. Highly recommend the cheesesteak sandwich.",Rumor
8972,"Nice staff and location, pretty large store however.",Rumor
8973,"Had a huge birthday party for my step son, and se had a lot of fun",Rumor
8974,Big variety and great prices with curiosity staff.,Rumor
8975,"Really nice garden, great trails, well maintained",Rumor
8976,It was nice and affordable and they do things on the weekends,Rumor
8977,"OMG WIFE TOOK ME THERE FOR THE FIRST TIME 3 DAYS AGO BOUGHT 1 BURRITO 🌯 EACH. WENT BACK TODAY BOUGHT 2 BURRITOS EACH SO VERY DELICIOUS.
GO GET YOU SOME.
THE EMPLOYEES ARE NICE AND YOU GET WHAT YOU ASK FOR WHEN ASKING FOR EXTRA ITEMS. LIVE THE PLACE.👍😁💯",Rumor
8978,Most of what I need,Rumor
8979,staff are extreamly helpful and knowledgeable,Rumor
8980,McDonald's had a never ending line so we went here. The food was fantastic and fresh! I love the $6 meal!,Visited
8981,Professional friendly service and the best deals on new snow tires around highly reccomend.,Visited
8982,I visit Bread and Brew pretty regularly! My favorite thing about them is the NO upcharge for gluten free (celiac friendly) options. The truffle tots are to die for and come with two amazing dipping sauces.,Rumor
8983,"(Translated by Google) If you go through Anchorage streets, you will not find Starbucks. The is located in a mall on the first floor in the 5th ave. On the main street. Little opportunity to sit and rather uncomfortable. But the only starbucks in town. Otherwise the ice cream latte macchiato caramel for $ 5.95 was delicious.

(Original)
Wenn Sie durch Anchorage Straßen durchlaufen, finden Sie nämlich kein Starbucks. Der befindet sich in einer Mall in der ersten Etage in der 5th ave. An der Hauptstraße. Wenig Möglichkeiten zu sitzen und eher ungemütlich. Aber der einzige Starbukcs in der Stadt. Ansonsten der Eis Latte Macchiato Caramel für 5,95 $ war sehr lecker.",Rumor
8984,"Panning for gold, and got some gold and hung out with sled dog Husky's",Rumor
8985,"While the food is good, the drive-through line can sometimes get ridiculous! Last time I visited, it took me 45 minutes to make it to the window, and I couldn't escape the line due to the landscaping. Please fix the drive-through.",Visited
8986,Good place to get coffee when I'm Eagle River.,Rumor
8987,"It was great, as usual, and our waitress was extra nice and helpful. Thank you!",Rumor
8988,Great sevice,Rumor
8989,Gets better every time!,Rumor
8990,"(Translated by Google) Not much seafood, king crab feet, lobster tail, recommended by local guides, not expensive

(Original)
海鲜不多 有帝王蟹脚 龙虾尾 当地导游推荐的 价格不算贵",Visited
8991,Great,Rumor
8992,"Cheap tickets, good niches, comfortable seats, and fairly priced, fantastic food with some of the best beer in town. There is no better way to watch movies. Would give six stars.",Visited
8993,Not a fan of clothes shopping everything else is good.,Rumor
8994,I'm in love with this place!!,Rumor
8995,"I love this place. The food, the ambience, decoration. I just love it!",Visited
8996,"(Translated by Google) The beautiful staff are very friendly and can get most of the items you need. However, the price is a bit more expensive than online.

(Original)
미모의 직원들이 매우 친절하며 거의 대부분의 필요물품을 구할 수 있음. 다만 가격이 온라인 대비 조금 비쌈.",Rumor
8997,Good car wash,Rumor
8998,The absolute best pizza in Alaska by far. Many in-house brews to choose from. Try a rapple.,Rumor
8999,"Always terrific. Been years since we've last been, and was still fantastic! Shrimp in the Etouffee is still the only shrimp I've had that tastes like fresh spotted shrimp on the back of my dad's boat in Prince Williams Sound.",Rumor
9000,Food was amazing and so was the service.,Visited
9001,They are so nice! The place was comfortable and the waitress was so cute! My food tasted great! I'll be eating here again.,Visited
9002,"Hit the spot!!!!
Nice good portion size to...",Rumor
9003,"Cozy and neat, visit the hotel as well!",Rumor
9004,Great burgers and it's pretty cheap compared to other options,Rumor
9005,Love the kebobs,Rumor
9006,"THEY HAVE SHAVE ICE, year-round!",Rumor
9007,Great place,Rumor
9008,"Nice store, lots of stuff",Rumor
9009,I love the odd construction and family friendly atmosphere.,Rumor
9010,Great food nice service,Visited
9011,Thanks to all the creative artists for the wonderful displays!,Rumor
9012,The best burgers I have found statewide hands down! Amazing food at the best prices in the state!,Visited
9013,I  love this store,Rumor
9014,Sooo Yummmy!,Rumor
9015,Huffman one has a larger collection of fruits and vegetables.,Rumor
9016,Healthy foods. Some locally grown. Staff is helpful and friendly. Weekly sales. Some items a bit pricey.,Visited
9017,Epic,Rumor
9018,Good prices.  Good sandwich.  Pleasant place.,Rumor
9019,"Excellent pizza and beer selection... some say the best in Anchorage. Staff are friendly too. I would give 5 stars for this restaurant if they made it easier for large groups to make reservations in advance. Working in a military unit, we have many going aways and baby showers, etc, and we can't reserve seating for these events. First come, first serve basis. Sometimes we will go elsewhere just to ensure we can have enough seating for everyone depending on the event.  Although I respect and understand this business decision, it's odd given the fact we are a local organization... I feel there could be a better relationship there.",Rumor
9020,Kendall Ford is my favorite place. Sales crew is very helpful! Service department is one of the best!,Visited
9021,Good food,Visited
9022,Sports clean environment....kaladi brothers coffee and holiday bazaar...mega goodness,Rumor
9023,"I have came to this trail for almost 20 years now, and take my children now as they grow up. Always a lovely spot to go, I always take my dog with me so he can enjoy it as well. It is not the most difficult trail but there is plenty of uphill. The first rock is the most tedious to reach, and the 3rd has a lot of that loose fine sandy soil to it so careful if going back down- its slippery !",Rumor
9024,Lots of marked trails,Rumor
9025,Excellent service! I buy all my jeep parts from Trail Toyz.,Visited
