Index,Review,Label,Manual Advert Label
8030,"Great atmosphere, and drinks were EXTREMELY strong, and mind you, I am not complaining... I had 2 drinks, the house old fashioned and and special cosmo.. Recommended if your looking to catch a quick buzz after a busy day!",Advertisement,Legitimate
8031,Friendly staff and decant surround sound but they could definitly have more comfortable seating. It was actually quite uncomfortable. :(,Legitimate,Legitimate
8032,"Very fantastic customer service, does anything they can to accommodate me.
Quick and easy check in process, and Spud the pilot is the best pilot I’ve ever met!",Advertisement,Advertisement
8033,Clean up sonething,Insufficient Context,Legitimate
8034,"Professional, caring staff. Everyone is very friendly",Legitimate,Legitimate
8035,great value,Advertisement,Legitimate
8036,The food was really good. The restuarant was really busy during the weekend but I went during the week and it was much more calm.,Legitimate,Legitimate
8037,"Beautiful, and lots of fun.",Legitimate,Legitimate
8038,best pizza in Fairbanks imho,Advertisement,Advertisement
8039,"Very nice staff, Everthing is so delicious!!!",Legitimate,Legitimate
8040,I only went in there to ask about an basic haircut and I found out it was too expensive so I left.,Legitimate,Legitimate
8041,Good to order online and pickup.,Legitimate,Legitimate
8042,"Great room for the price, most affordable place in town. And helpful and knowledgeable front desk staff.",Advertisement,Legitimate
8043,Employees are very friendly however late at night there still seems to be 3-4 cars ahead of me in the drive thru and they take quite some time to get the orders out. Plus they're alywas out of stock for yogurt parfaits,Legitimate,Legitimate
8044,"I love this place.  The food is great, i mean GREAT, with large portions.  The beer comes by the liter if you want which really rocks and they have a great collection of the German brews on tap and bottled.  The service is very pleasant.  And holy only! The Apple strudel is amazeballz!",Advertisement,Advertisement
8045,"(Translated by Google) Very good burgers, but their machine sodas are horrendous.

(Original)
Muy buenas hamburguesas,pero sus refrescos de máquina son horrendos.",Legitimate,Legitimate
8046,The food court is nice and it's a clean set up throughout the mall.,Legitimate,Legitimate
8047,They do one thing and they do it well.,Legitimate,Legitimate
8048,Great burger joint!!,Advertisement,Legitimate
8049,Staff very nice.  Plus it's free right now!😍,Legitimate,Legitimate
8050,Good fresh meat and veggies on sandwich.,Legitimate,Legitimate
8051,They were helpful and had the equipment to meet my needs.  The parking and loading area is very congested.,Legitimate,Legitimate
8052,"I'm very disappointed on how the food quality has changed. I had eaten here for years, up until I moved out of state in 2017 when it was still ""Shines."" I ordered back in July and the bento dinner box with the teriyaki chicken was disgusting, it wasn't fully cooked. The miso soup they somehow thought it was a great idea to add in onion and cilantro, which made the soup taste horrid. The only great thing about that 15-20$ dinner box was the streamed white rice.

I also noticed how much they've renovated inside their restaurant. What's the point of it looking very beautiful and renovated when the quality of their food has gone down the drain.",Advertisement,Legitimate
8053,Good food service is off and on,Legitimate,Legitimate
8054,Traditional shopping,Insufficient Context,Legitimate
8055,"Pedestrian food, uninspired.",Insufficient Context,Legitimate
8056,Waaaayyyyy better than Arby's,Insufficient Context,Legitimate
8057,The food and service is amazing!,Advertisement,Advertisement
8058,Best Airport in the USA,Advertisement,Advertisement
8059,I'm seriously on an epic adventure through the menu to find anything not amazing. It's not going well. Today's Philly sandwich was a song sung by angels I never wanted to end.,Advertisement,Advertisement
8060,Good weed good people great prices,Advertisement,Legitimate
8061,"Nice staff, clean room rickety bed frame.",Legitimate,Legitimate
8062,friendly employees and convenient - saves a trip to town.,Legitimate,Legitimate
8063,Food is delicious and fresh.,Legitimate,Legitimate
8064,Had the very best time here. Come here alt but this time was extra awesome. Awesome food Awesome company and Awesome service. Was very busy short wait and super fast amazing food. Love it here.,Advertisement,Advertisement
8065,The ribs were awesome,Advertisement,Legitimate
8066,Nice n clean,Insufficient Context,Legitimate
8067,"As a mom I wanted the best care period for Zions oral surgery. We got it  I love this office and it's staff! AMAZING. So relaxed not only in the waiting area but in the room it self. Very clean. Very efficient.  Warm and welcoming. Thank you all at Mint dental
Jhacqui Draper",Advertisement,Advertisement
8068,Large dinning hall.plenty of room for social distance donning.,Legitimate,Legitimate
8069,Great car wash,Advertisement,Legitimate
8070,Good food,Insufficient Context,Legitimate
8071,The usual,Insufficient Context,Legitimate
8072,Friendly service,Insufficient Context,Legitimate
8073,Helpful and friendly staff. They had my truck running when I got there and swept it out before I left.,Legitimate,Legitimate
8074,"(Translated by Google) Very nice and beautiful airport. A large room, wide corridors for this airport, few people, many different exhibits. It's very interesting to just walk around.

(Original)
Очень хороший и красивый аэропорт. Большое помещение, широкие для данного аэропорта коридоры, мало людей, много разнообразных экспонатов. Очень интересно даже просто походить погулять.",Legitimate,Legitimate
8075,"THEY STOP GIVING OUT BOXES!!!
AND DO NOT HAVE THE ITEMS I NEED THAT I END UP IN SEPHORA!!!",Insufficient Context,Legitimate
8076,Great food and large portions.,Advertisement,Legitimate
8077,Nice displays and the ranger talk was very good,Legitimate,Legitimate
8078,I like checking out the shops at Tikahtnu Commons. Always something different to see.,Legitimate,Legitimate
8079,"Unprofessional. Especially Val. Just make a bunch of promises, nothing ever gets done.",Legitimate,Legitimate
8080,"Friendly staff, reasonable selection of fur. While I was there they gave A+ service and information to a kid even though they didn't sell what the kid needed.",Legitimate,Legitimate
8081,Awesome,Advertisement,Legitimate
8082,Good place gone there for years.,Legitimate,Legitimate
8083,"(Translated by Google) I recommend a one-hour tour, the dog speed will not be too fast, the scenery on the road is pretty, and the leader is willing to explain a lot of Husky-related knowledge to the guests, and you can learn a lot.

(Original)
推薦一個小時的 tour，狗狗速度不會太快，路上的風景都蠻漂亮的，領隊也很願意跟客人解釋很多哈士奇相關的知識，可以學到很多。",Legitimate,Legitimate
8084,Friendly and very helpful.,Insufficient Context,Legitimate
8085,The people that work there are always very helpful. Sometimes they run out of the food I like to buy for my baby snakes.,Legitimate,Legitimate
8086,Great food! Everything tasted great!,Advertisement,Legitimate
8087,You can enjoy good food and a beer while watching a movie.,Legitimate,Legitimate
