,0
7412,Its got good prices but u gotta go with some extra time on ur hands cuz u gotta go through everything since its notborganized perfectly i assume cuz there is so much in stock and not enough space.
7413,Very interesting place to visit.
7414,Great service - very bad cooking! It changed recently. Before it was great in all areas. Not recommend!
7415,It's a comfortable place to have breakfast lunch or dinner it is a good atmosphere.
7416,Good food and half price appetizers after 9pm!
7417,"Food was good enough, not typically what i go for. My friend got food poisoning, so i took precautions once i heard.
The service seemed a bit oblivious, their menu was Americana at best. The food will make you gassy to the high heavens and back.

I don't eat this style often, closest i get is maybe taco night at home. Therefore, i asked the waitress, politely, as to what some things were and the differences between them. From what i gathered, there was little to no difference; some things had a bag of cheese from Costco on it, while some things were a bit more reserved.

It seems the health concerns of this place are still very real, but there were enough people inside when i went to warrant saying people either like it regardless or have not heard. 3/5 for my experience alone, 1/5 for being a hazard to public safety."
7418,Today after dinner I took my partner and father out to icecream. They were both served by a gentle man who gave them huge portions then the server switched and the new girl gave me about half as much. I think my frustration lays in the inconsistency of the sizes.
7419,"Great selection, super friendly staff, fair prices."
7420,Good restaurant just need to put a you menu on Google that way people could read it in order takeout
7421,Awes
7422,"Great price, good portions, I'm a fan of the less is more environment they've got."
7423,I LOVE this place! It's my first go-to any time I want to buy gifts or look for new art for our house. They have a little bit of everything and it's all unique and beautiful. I love being able to find most of my favorite Alaskan artists all in one place.
7424,Awesome service and price!
7425,Food was awesome!
7426,"If you're a Valley oldhead and you grew up going to the old theater, this place is a massive improvement.  Best theater outside of Anchorage."
7427,"A quick in and out and they had exactly what I needed.
Excellent check out, but the hard part is figuring out which fishing pole do I give my father-in law."
7428,Great local zoo to view bears and wolves.  The wolves always catch my eye and the exhibit is built nicely to view them pretty closely.
7429,"Awesome wildlife center!!! I'm not a fan of zoo's as most of them the animals seem sad; this is not a zoo. This is a wildlife conservation and rescue facility. Their work with wood bison has been groundbreaking.

The price is affordable, it's a small yet large facility. You can zip through in an hour or spend all day, it's entirely up to you. The interactions with the animals can be quite intimate as many times they are right up next to the fence.

If you're heading down the turn again arm this is a must stop! Whether you're a local or tourist this place delivers an excellent experience for the whole family."
7430,Good hamburger.. fast service clean table and a good hamburger with endless  fries.. milkshakes looked good also..
7431,Fantastic views in line with Alaskan scenery. Glacier tour worth the time!
7432,"I love this place! Fantastic selection of toys for all ages and of all types, finger puppets to STEM kits."
7433,Excellent service above and beyond care from my little guy.
7434,"The food is excellent, albeit expensive. Unlike most places, steaks do not come with sides. Don't let that cause you to stray, the food and entertainment here is definitely worth a stop."
7435,"Delicious food, always packed in season"
7436,"We rented the cabin, which had no running water, but it was beautiful! Had coffee machine, microwave, mini fridge and heat as well as a fan cause I get hot being from Alaska. The walk to the pool was short and refreshing but the outdoor hot spring pool was AMAZING! Everyone we encountered who works there were really nice and we plan to go back more frequently!"
7437,Kids had a great time
7438,"The food is simply amazing, the staff is always kind and the wait is usually short. Its definitely one of my favorite go to places for lunch."
7439,Great to help volunteers welcome
7440,Nice local theater with comfortable seats that were recently upgraded in late 2019.  Good prices on movies too.
7441,"Best burger place in town. You get sooooo much for the price. The place is small so indoor sitting is a tight pack but in the summer they have outdoor seating.
Their burgers are so juicy it doesnt feel like I can have a heart attack while eating. Their Phillies are tightly packed though and also good.
Basically anything you get at this place you will not be disappointed."
7442,Amazing food and atmosphere!
