,0
9099,Huge selection of extreme weather jackets and other outdoor goodies. This is a wonderful historic location in fairbanks.
9100,Great service and food!!!
9101,I walked into steam dot to buy a sandwich and coffee for a hungry elder and was not greeted in fact I was ignored all together when I finally got someones attention I felt they only served me to get us to leave. The whole time I was there the woman working kept looking in our direction with what looked like discussed on her face. It was difficult to get any service at all if the elder gentleman I was with could have walked to a different place so I could buy him food I would not have stayed. A gentleman told me that he would not sell me a gift card for that elder because he does not want to discourage others from coming to his establishment. He claimed the elder had defiled his restroom before and he would not serve him again. He only said that when the gentleman I was with sat down away from ear shot making me mistrust him statements. When other customers entered they were greeted and someone was right there to help them. I feel disrespected and I believe that we were treated unfairly.
9102,We came to eat here after seeing the great reviews and we were not disappointed! Our burgers and sides were fresh and delicious. Our server had great customer service and was friendly and attentive. This will definitely be one of our go to spots in Fairbanks.
9103,Great place to go if you need anything fixed.
9104,"Pretty decent alaskan shop for tourist check it out and see everything they have to offer, all of 4th Ave is a trap 😉"
9105,"An Alaskan tradition! Delicious food and fun gifts, and forget to check out the giant chocolate fountain."
9106,"Great activity's and play structure, awesome river that runs through the park."
9107,"Great burgers, delicious milkshakes. On sunny summer days you can sit outside next the the creek. Beware - they are cash only, but there's an ATM on site."
9108,"Food was delicious, though service was a bit slow."
9109,Staff was kind of rude to me and my 2 kids and wife. All we wanted was a table for 4 and dinner.
9110,"All Lowes are pretty much the same. They have just about everything you need, and if you look around for a few minutes,  you will find it thanks to Lowes easy floor plan. Help is a little hard to find, but once you can flag down an employee, they will stay by your side, instead of just pointing you in the general direction. I like that a lot."
9111,"Mmmmm, our breakfast here was amazing. I ordered the eggs Benedict and it was one of the best I ever had."
9112,A lot of spaces  to sit if you don't like crowds
9113,"Bartender made awesome shots.  Seemed like less ""riff raff"" that night.  👍👍"
9114,Good prices and good service. Got what I needed and more than I planned. Glad to see the face mask requirement during the global pandemic.
9115,Not much of a menu
9116,The store in Soldotna was very helpful in closing my account with them. I was switching providers.
9117,"Beautiful simple decor, cozy. Very clean facility. Staff is friendly, pleasant, knowledgeable! Definitely going back!"
9118,You can always find what you need.Remember $5.00 Friday the last day of the year.
9119,Family owned
9120,Good place
9121,Great food and service!!
9122,It's Taco Bell fast food.
9123,Very nice park and clean
9124,Save your time and money!
9125,Crazy but awesome place
9126,I am giving this review a two star and not a one star based only on how the chicken salad sandwich I ordered being pretty good. I ordered a bowl of clam chowder and a Sourdough toasted provolone chicken salad sandwich. I was brought a cup of clam chowder and a chicken salad on 9 grain bread cold no cheese. I sent back the clam chowder for the bowl and then quickly wished I had kept the cup as the chowder tasted like it came out of a can. I wont be coming back.
9127,Comfy
9128,"Amazing amazing amazing. Made a reservation for our wedding anniversary, not only were we seated right away, but at the table there was a happy anniversary card and little bits of ribbon. Everything from the cocktails to dessert was mouthwatering and to die for, and for being a fancy restaurant the prices were really very good. I highly recommend and we will he going again"
9129,"Amazing place. A must visit for nature lovers. Highlights are watching whales, Bald eagle, Glaciers, iceberg etc"
9130,"Beautiful sights, though multiple times ive gone there I've smelt the odor of marijuana."
9131,it's ok as long as u don't plan on having fun its quite full of shady people and bad thikngs
9132,"It's a bar, it has awesome pool tables, no food served here, great bartenders."
9133,The food was good! The inside needs to be remodeled and thoroughly cleaned. Workers were all nice. Thank you to all of the workers.
9134,"First time we ate there was ok. 2nd time we ate there food was bad and I got sick on it. We stayed in the camp ground with our little slide in truck camper,  charged $25.00 electric only, later found out that you needed a code to use the bath room and we would have to pay extra for that. By then the office was closed so we could not get into the toilet or wash room. Will not go there again !!!"
