0,Primary Label,Secondary Label,Tertiary Label,Explanation
Easy to use website to pick your services. Great customer service that calls to follow up on the plan. They evrn sent me a text when they were on their way as well. The carpets came out fantastic. This is my second time using their services and they have fulfilled all expectations and beyond.,Taste,Customer Service,,
Nice place to enjoy the trail.  And enjoy the views of the trees,Location,Experience,,
"It was very busy today, but got my shopping done for today.",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"My father was visiting from out of town and we decided to take him to Seward for the day. Even during the slower seasons of Seward the Sea Life center was an enjoyable stop. My favorite attractions was the underwater viewing sections. We got to see puffins swimming under water! It was also amazing to really grasp how big the sea lions are when viewing them practically a glass panels distance from you! It also makes for some cool photos too.

I highly recommended this as a place to visit year round and for all ages. Exhibits were very kid friendly. There is a touch tank too!",Location,Customer Service,,
"Cute place, their crepes are huge. The crepes are definitely worth the price.",Location,Price,,
Good food.,Quality,,,
It's subway.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Its got a great atmosphere. Love the people there.,Taste,,,
Room was good once we got one.  Tried to check in at 730 pm after driving all day.  Manager had to go room by room to find us a clean one.,Quality,Cleanliness,,
very good clean & serves were courteous food GREAT,Taste,,,
"Their burgers are delicious but I must say, the fries are always borderline burnt. Also, the pies are not what everyone makes it out to be. It's okay. I've had better pies. They always have great customer service though.",Taste,Customer Service,,
Great haircut generally without having to wait and the hair stylists are wonderful to chat with. Then there is the receptionist who makes my heart go wild! 😍,Taste,Customer Service,,
Great service and great food!,Taste,,,
Made getting my repairs done as painless and easy as possible all while keeping me informed with daily updates.,Convenience,,None,
"Reasonable good food, great service",Taste,,,
Same than Wainwright,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Went to see an All-star game with Kelly Herndon. Enjoyed it very much,Experience,,None,
Good,Quality,,,
This is one of my all time favorite places to be. Not only do they have church services but they have groups for both men and women to grow and fellowship to get closer to Jesus!!,Location,Customer Service,,
We love watching the boys play here. Its always fun for the whole family. Clean and well cared for.,Taste,Cleanliness,,
Great food and service. Cooked to order. They will serve breakfast during lunch or dinner.,Taste,Customer Service,,
"Great 12step program, because I  needed to get serious about my recovery to stay alive",Taste,,None,
Big rooms but the heat was in full blast. It made sleeping miserable.,Restaurant,,None,
Typical McDonald's. Always have to wait for them to make coffee! But the cheeseburgers are always ready.,Taste,Customer Service,,
"The kindest, most-informed, professional vets I've had the pleasure of working with in Anchorage!",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Great! Gym, Workout Room. SHOWERS. THANKS TO COUPLE ON COUNTER FOR DAY PASS INFO & HOT SHOWER. 5 STAR CUSTOMER SERVICE*****",Taste,Customer Service,,
It's McDonald's. Lol,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Great service on my winterization,Taste,,,
Always,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Pricey. Smelly. The lady working wasn't friendly. Took over five minutes to reset the machine.

We paid for two games to get the third free. She then told us that's only Monday-Thursday and it was Friday. Mind you, we were the only ones there besides leagues...

Like adding an extra game would have been skin off her neck?

Next time we want to spend $25 we'll go see a movie... At least it'll least longer than 50 minutes. SMH.",Customer Service,Price,,
Great place great prices,Taste,,,
Loved being able to eat outside on the deck ♡,Taste,,,
"Just an average buffet, but very nice staff and helpful if you can't find something you are looking for",Customer Service,,None,
Hard to find. Fun but not an easy to follow course,Convenience,Experience,,
Great place to go for any train lover young and old,Taste,,None,
Loved it!,Taste,,,
delicious food and good service.  havent been disappointed yet,Taste,,,
This is the only place I get my coffee from hands down the best and they have good food as well as beer too!,Quality,,None,
Awesome place,Location,,,
Love this Alaskan store!,Taste,,,
The only hand made crust in town. Its a little pricy but its juneau.,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Best place to go in town.,Location,,,
Nice little hike!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Small.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Always changing. Eclectic mix of repurposed and upcycled house goods. Clothing vintage. Coffee shop. Good cause.,Quality,,None,
"Fun place to visit, does a great job of explaining the natural and human environment of the Kotzebue region",Taste,Experience,,
Good location,Quality,,,
Pokestops by the lake,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
